X,Y,code,fclass,name
35.3624301,32.3282981,"3301",muslim_sunni,Abd Alrahman Ben Awf
35.3902639,32.276503,"3301",muslim_sunni,Al Marhoum Ammar Mahameed Mosque
35.3650506,32.326207,"3106",christian_orthodox,Orthodox church
35.3847957,32.2811299,"3301",muslim_sunni,Cemetery
35.3851333,32.287299,"3301",muslim_sunni,Abo Baker Alsedeq
35.3659256,32.3214033,"3301",muslim_sunni,Cemetery
35.3900359,32.2787914,"3301",muslim_sunni,Cemetery
35.379714,32.2851347,"3301",muslim_sunni,Al Shahed Mosque
35.3498654,32.3500883,"3300",muslim,Mosque
35.3850819,32.282052,"3300",muslim,Tamoun Cemetery
35.3817334,32.2832329,"3301",muslim_sunni,Tamoun Cemetery
35.3665297,32.3201046,"3301",muslim_sunni,Cemetery
35.3863304,32.2832692,"3301",muslim_sunni,Mosque
35.3668518,32.3252616,"3301",muslim_sunni,Mosque
35.3913521,32.2818771,"3301",muslim_sunni,
35.3657505,32.3185549,"3301",muslim_sunni,Cemetery
35.3839848,32.2774968,"3301",muslim_sunni,Mosque
35.3664132,32.3253129,"3301",muslim_sunni,Mosque
35.3860505,32.2815209,"3301",muslim_sunni,Khalid Bin Al Walied Mosque
35.3685393,32.3217496,"3301",muslim_sunni,Mosque
35.383842,32.2833244,"3301",muslim_sunni,Mosque
35.3146245,32.3621645,"3300",muslim,Grave
35.2284505,32.4073433,"3300",muslim,Omar Mosque
35.2038068,32.4070064,"3301",muslim_sunni,Graves
35.2209105,32.5197467,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ù…Ø± Ø¨Ù† Ø§Ù„Ø®Ø·Ø§Ø¨
35.1697045,32.5012319,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¨Ù„Ø§Ù„ Ø¨Ù† Ø±Ø¨Ø§Ø­
35.165919,32.5013191,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ù…Ø± Ø¨Ù† Ø§Ù„Ø®Ø·Ø§Ø¨
35.2273047,32.5151057,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø´Ù‡ÙŠØ¯ Ø¹Ø¨Ø¯ Ø§Ù„Ù„Ù‡ Ø¹Ø²Ø§Ù…
35.2311257,32.4834765,"3301",muslim_sunni,Al-Tawheed Mosque
35.1953223,32.3548812,"3300",muslim,Omar Ben Al Khatab Mosque
35.1650751,32.4667447,"3300",muslim,Ebad al Rahman Mosque
35.278788,32.402767,"3301",muslim_sunni,Alzahra' Mosque
35.1946689,32.3606651,"3300",muslim,Southern 'Ajja Mosque
35.187664,32.5147211,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¨Ù„Ø§Ù„ Ø¨Ù† Ø±Ø¨Ø§Ø­
35.2877812,32.4645253,"3300",muslim,Alshaheed Mahmood Mosque
35.2156618,32.378518,"3301",muslim_sunni,Zaid Ben Haretha Mosque
35.2893464,32.3242702,"3300",muslim,Ù…Ù‚Ø§Ø¨Ø± Ø³ÙŠØ±ÙŠØ³
35.191164,32.4625647,"3300",muslim,Al Tarem Mosque
35.1805397,32.3834683,"3300",muslim,Al Rebat Mosque
35.2216611,32.3241741,"3301",muslim_sunni,Alqadeem Mosque
35.2090291,32.4046315,"3301",muslim_sunni,Graveyard
35.1565086,32.3725539,"3300",muslim,Abu Zar Al Ghafari Mosque
35.1309187,32.449123,"3301",muslim_sunni,Zaid Ben Haretha Mosque
35.303511,32.3340322,"3301",muslim_sunni,Al Judeida Mosque
35.2015979,32.40476,"3301",muslim_sunni,Araba Mosque
35.1528082,32.3729571,"3300",muslim,Abu Ayoub Mosque
35.229095,32.509417,"3300",muslim,Ù…Ù‚Ø¨Ø±Ø©
35.2278369,32.4856008,"3301",muslim_sunni,Al Yamun Graveyard
35.1520814,32.4685289,"3300",muslim,Tora Mosque
35.3567169,32.4690905,"3301",muslim_sunni,Beit Qad Mosque
35.2151803,32.3272785,"3301",muslim_sunni,Abu Baker Mosque
35.3004083,32.4514768,"3301",muslim_sunni,Marah Mosque
35.136347,32.4580269,"3300",muslim,Abu Obaida Mosque
35.4143982,32.4597161,"3301",muslim_sunni,Old Mosque
35.1544733,32.3751236,"3300",muslim,Ali Ben Abe Taleb Mosque
35.1967401,32.3560785,"3300",muslim,Grave
35.2182988,32.5180679,"3300",muslim,Ù…Ù‚Ø¨Ø±Ø©
35.2111114,32.4064588,"3301",muslim_sunni,Sarah Mosque
35.2303301,32.4851029,"3301",muslim_sunni,Al kaber Mosque
35.1994092,32.4113501,"3300",muslim,Hamazah Ben Abd Al Motaleb Mosque
35.2200965,32.3593965,"3300",muslim,Al Omari Mosque
35.1709023,32.3540095,"3300",muslim,Al Rama Mosque
35.1627505,32.466468,"3300",muslim,Grave
35.1758803,32.3822928,"3300",muslim,Grave
35.260837,32.3921383,"3300",muslim,Al Shaikh Zaid Mosque
35.2210901,32.3874219,"3300",muslim,Abu Obaida Mosque
35.2288927,32.5064711,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¨Ù„Ø§Ù„ Ø¨Ù† Ø±Ø¨Ø§Ø­
35.206886,32.4060074,"3301",muslim_sunni,Araba Graveyard
35.1980739,32.4067742,"3301",muslim_sunni,Araba Graveyard
35.1811165,32.5171011,"3300",muslim,Ù…Ø¬Ù„Ø³ Ø·ÙŠØ¨Ø© Ø§Ù„Ù‚Ø¯ÙŠÙ…
35.2354128,32.4861501,"3301",muslim_sunni,Al Arkam Mosque
35.2197341,32.356148,"3300",muslim,Omar Al Mokhtar Mosque
35.1647834,32.5039464,"3300",muslim,Ù…Ù‚Ø¨Ø±Ø©
35.2253419,32.508107,"3300",muslim,Ù…Ù‚Ø¨Ø±Ø©
35.4146421,32.4596863,"3301",muslim_sunni,Jalbun Mosque
35.1436115,31.5835206,"3301",muslim_sunni,Al Ess Mosque
35.170748,32.3549639,"3300",muslim,Grave
34.9592283,31.5054788,"3301",muslim_sunni,Beit Awa Graveyard
35.1760939,32.4627433,"3300",muslim,Al Shaikh Zaid Mosque
35.4179361,32.4592471,"3301",muslim_sunni,Jalbun Graveyard
35.1112553,31.6188999,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø¹ØµÙŠØ±Ø©
35.0670951,31.3978412,"3301",muslim_sunni,Samou' Graveyard
35.2389778,32.491062,"3301",muslim_sunni,Graves
35.2303093,32.4852796,"3302",muslim_shia,Al-masjad Alkabeer
35.1030912,31.5271549,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø¨Ø§Ø¨ Ø§Ù„Ø²Ø§ÙˆÙŠØ©
35.3144269,32.3639693,"3300",muslim,Sir Mosque
35.2289558,32.508914,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø³ÙŠÙ„Ø© Ø§Ù„Ø­Ø§Ø±Ø«ÙŠØ©
35.1000863,31.5591301,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø±Ø­Ù…Ù†
35.2028547,32.405043,"3301",muslim_sunni,Abu Johar Mosque
35.1461548,32.4549569,"3300",muslim,Al Khulijan Mosque
35.2868555,32.3871524,"3301",muslim_sunni,Zaid Ibn Haretha Mosque
35.1351576,31.6249811,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ù„Ù‡ Ø¹Ø²Ø§Ù…
35.1068738,31.5318569,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø£Ø¨Ùˆ Ø¹Ø¨ÙŠØ¯Ø©
35.2902904,32.4506058,"3301",muslim_sunni,Alrahma Mosque
35.2251202,32.3295654,"3301",muslim_sunni,Almustafa mosque
35.2099468,32.400913,"3301",muslim_sunni,Amer Mosque
35.2321528,32.5094416,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ù…Ø±
35.1050137,31.4486129,"3300",muslim,Alma`moon Mosque
35.1949688,32.3612239,"3300",muslim,Northern Ejah Mosque
35.1198368,31.468955,"3300",muslim,Yata Grave
35.2296408,32.4818244,"3301",muslim_sunni,Al Samode Grave Yard
35.1163121,31.5181575,"3300",muslim,Johar Mosque
34.9569805,31.5063177,"3301",muslim_sunni,Al-Shuhada' Mosque
35.1500152,31.577916,"3301",muslim_sunni,Al Hadmi Mosque
35.2161927,32.3871446,"3301",muslim_sunni,Al Mansura Mosque
34.9730232,31.5228432,"3300",muslim,Old Der Samet Mosque
35.198024,32.4053057,"3301",muslim_sunni,Araba Graveyard
35.1571012,32.3774708,"3300",muslim,Abu Baker Al Sedek Mosque
34.9768882,31.4091595,"3301",muslim_sunni,Al Dahria Graveyard
34.9643108,31.5328112,"3301",muslim_sunni,Alkum Mosque
35.0868741,31.5232298,"3300",muslim,Al Salheen Mosque
34.9785162,31.4201885,"3300",muslim,'aisha Mosque
35.1097828,31.5159536,"3301",muslim_sunni,Al Mo'minen Mosque
35.0870842,31.5122135,"3301",muslim_sunni,Sahabet Rasol Allah Mosque
35.0890333,31.5605765,"3300",muslim,Omar Bin Al As Mosque
35.1007283,31.5582606,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø´Ø¹Ø±Ø§ÙˆÙŠ
34.9704106,31.4064052,"3300",muslim,Al Dahria Graveyard
35.148001,31.6263272,"3300",muslim,Ù…Ø³Ø¬Ø¯
35.1213898,31.4325209,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø¨Ø±ÙƒØ© Ø§Ù„ÙƒØ¨ÙŠØ±
35.0996043,31.5155332,"3300",muslim,Dar Al Islam Mosque
34.9694713,31.5344147,"3301",muslim_sunni,Beit Makdoom Mosque
35.0954568,31.550713,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø¹Ø¨Ø¯Ø§Ù„Ù„Ù‡ Ø§Ù„Ø³Ø¹ÙŠØ¯
35.0856282,31.5349939,"3100",christian,Masqubiya
35.0336491,31.6104567,"3300",muslim,Abd Al Ra'ouf Mosque
35.0865982,31.5344153,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ù…Ø± Ø¨Ù† Ø§Ù„Ø®Ø·Ø§Ø¨
34.9759794,31.4071336,"3301",muslim_sunni,Ali Ben Abe Taleb Mosque
35.0775524,31.5098852,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ø§Ø¨Ø¯ Ø§Ù„Ø­Ø±Ù…ÙŠÙ†
35.1574849,31.6276169,"3300",muslim,Mosque
35.0951274,31.5207444,"3300",muslim,Al Iman Mosque
35.0939709,31.5575285,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ø­ÙŠ Ø´Ø§Ù‡ÙŠÙ†
35.1474356,31.5869256,"3301",muslim_sunni,Hamaza Bin Abd Al Motaleb Mosque
35.0651938,31.5695514,"3300",muslim,Beit Kahel Cemetery
35.0750935,31.5036062,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø£Ù…Ø¬Ø¯ÙŠÙ†
35.0802044,31.5404545,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„ØºØ±Ø¨Ø§Ø¡
35.1428435,31.5815819,"3301",muslim_sunni,Se'er Cemetery
34.9978429,31.4681947,"3300",muslim,Al Farook Mosque
35.0980796,31.5304237,"3301",muslim_sunni,Al-Atqia' Mosque
35.1024296,31.6205317,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¨ÙŠØª Ø£Ù…Ø± Ø§Ù„Ù‚Ø¯ÙŠÙ…
35.1046068,31.4532084,"3301",muslim_sunni,Al-Ruba'ian Mosque
35.0747427,31.5678432,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø­Ø³Ù† Ø§Ù„Ø¨Ù†Ø§
35.0734181,31.4466273,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¬Ø¹ÙØ± Ø¨Ù† Ø£Ø¨ÙŠ Ø·Ø§Ù„Ø¨
34.9686397,31.4158427,"3300",muslim,Islamic Mosque
35.0551168,31.5729593,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø´Ù‡Ø¯Ø§Ø¡
35.0655287,31.4774233,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ù…Ø¹Ø§Ø° Ø¨Ù† Ø¬Ø¨Ù„
35.1032769,31.5285454,"3300",muslim,Grave
35.1944117,32.2969421,"3300",muslim,Small Mosque
35.0963296,31.4475272,"3300",muslim,Al Shuhada Mosque
35.2357148,32.2225384,"3100",christian,Yostios
35.0897327,31.4457173,"3301",muslim_sunni,Al-Salam Mosque
35.0730189,31.5094023,"3300",muslim,Al Tawabeen
35.0299615,31.5967287,"3300",muslim,Al Omari Mosque
35.2408651,32.2229425,"3106",christian_orthodox,Al Ra'il Al Salih
35.337573,32.0852118,"3300",muslim,Al Sahabah
35.2560488,32.0845086,"3301",muslim_sunni,Al Sawiya
35.293161,32.1901091,"3301",muslim_sunni,Rojeeb
35.2841384,32.0996812,"3300",muslim,Mosque
35.0535856,31.4756303,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø²ÙŠØ¯ Ø¨Ù† Ø«Ø§Ø¨Øª
35.2570787,32.152366,"3301",muslim_sunni,Dar Al Quran Al Karem
35.335665,32.1759681,"3300",muslim,Bait Fourik
35.2404896,32.1456627,"3300",muslim,Al Sabil
35.2641438,32.1371592,"3300",muslim,Abu Bakir Al Sidik
35.2560735,32.1516769,"3301",muslim_sunni,Hawwarah
35.0733444,31.5304028,"3300",muslim,Alwala' Mosque
35.344287,32.1302743,"3301",muslim_sunni,Owais Bin Amir
35.2313824,32.1847209,"3300",muslim,Madma Gig Mosque
35.292486,32.0855116,"3300",muslim,Omar Bin Al Khatab
35.1952956,32.3013312,"3300",muslim,Abo Omar Family Cemetery
35.0276582,31.4522068,"3300",muslim,Ù…Ø³Ø¬Ø¯
35.0961255,31.5294492,"3301",muslim_sunni,Al-Abdine Mosque
35.344789,32.1271838,"3301",muslim_sunni,Mosque
35.3097831,32.1250565,"3300",muslim,Osrien Big Mosque
35.2565672,32.2298237,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø³ÙŠØ¯Ø© Ø¹Ø§Ø¦Ø´Ù‡
35.1026876,31.5204111,"3300",muslim,Qub Al Janib Mosque
35.0647704,31.5696263,"3300",muslim,Al Rahman Mosque
35.2466955,32.224439,"3301",muslim_sunni,Al Awkaf Mosque
35.2868302,32.1025814,"3301",muslim_sunni,Dar Al Quran Al Karem
35.1010071,31.4535242,"3300",muslim,Amar Ben Yaser Mosque
35.0277527,31.5967243,"3300",muslim,Cemetery
35.332257,32.2084266,"3301",muslim_sunni,Alshohada'
35.2816176,32.1944208,"3300",muslim,Rif'at Al Hawari
35.0887494,31.4548648,"3300",muslim,Hamza Mosque
35.1961838,32.2763562,"3100",christian,
35.2732924,32.1520397,"3301",muslim_sunni,Oudala
35.0773072,31.4698982,"3300",muslim,Ù…Ø³Ø¬Ø¯ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†
35.1639896,32.3068674,"3300",muslim,Bazaria
35.2899555,32.2180563,"3301",muslim_sunni,Ibn Al Ommah
35.3277615,32.1882805,"3300",muslim,Al sahabah
35.3081114,32.125149,"3300",muslim,Osarien Cemetery
35.2820464,32.2066829,"3301",muslim_sunni,Al Imam Al Shaf'i
35.1979911,32.2252589,"3300",muslim,Al Omari Mosque
35.2702025,32.2198582,"3301",muslim_sunni,Abo Zar Al Ghofari
35.3312685,32.2094137,"3301",muslim_sunni,Salem
35.3282802,32.0856418,"3300",muslim,Qusrah
34.9717028,31.5202068,"3300",muslim,Graveyard
35.080391,31.6337426,"3300",muslim,Ù…Ø³Ø¬Ø¯
35.3319153,32.209466,"3301",muslim_sunni,Eiz Alden Alqasam
35.110175,31.4520758,"3301",muslim_sunni,Al Da'wa Mosque
35.2205389,32.2245452,"3301",muslim_sunni,Al Rahman
35.3194073,32.2166387,"3301",muslim_sunni,Alshohada'
35.1476658,31.5773559,"3301",muslim_sunni,Al Rahmah Mosque
35.2947186,32.1907723,"3301",muslim_sunni,Omar Bin Al Khatab
35.2173043,32.2305065,"3301",muslim_sunni,Bait Wazan
35.2963689,32.2201866,"3301",muslim_sunni,Mousab Bin Omair
35.0774027,31.4671535,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø±ÙŠØ­ÙŠØ©
35.1965375,32.2238752,"3300",muslim,Shohada' Bait Wazan
35.2382781,32.2021659,"3301",muslim_sunni,Iraq Bourin
35.2463971,32.2349444,"3301",muslim_sunni,Darwazeh
35.2791043,32.2073977,"3300",muslim,Omahat Al Mo'minen
35.092333,31.5282123,"3300",muslim,Al Rebat Mosque
35.1902243,32.2530116,"3300",muslim,Khalid Bin Al Walid
35.2276435,32.2230578,"3300",muslim,Soliman Ahed Arafat
35.1079572,31.5496914,"3301",muslim_sunni,Al Rashdeen Mosque
35.2853903,32.2094254,"3100",christian,Ø¨Ø¦Ø± ÙŠØ¹Ù‚ÙˆØ¨
35.2008617,32.2660657,"3300",muslim,Small Mosque
35.197072,32.2973044,"3100",christian,Al Nasarah
35.0108508,31.4659209,"3301",muslim_sunni,Al-Mreesh Mosque
35.1199784,31.4569157,"3301",muslim_sunni,Raqa'a Grave
35.2141557,32.275383,"3300",muslim,Ijnisnia
35.2426762,32.0687797,"3301",muslim_sunni,Lubban
35.2831267,32.1934847,"3300",muslim,Rif'at Al Hawari
35.0561502,31.4798505,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¹Ù…Ø± Ø¨Ù† Ø§Ù„Ø®Ø·Ø§Ø¨
35.0999289,31.5366957,"3301",muslim_sunni,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ø­Ø³ÙŠÙ†
35.1948837,32.3022066,"3300",muslim,Salah Family Cemetery
35.3665818,32.0569135,"3300",muslim,Duma Cemetery
35.1902295,32.2107111,"3300",muslim,Sorrah Al-Kaber
35.0875251,31.5407357,"3300",muslim,Ibad Al Rahman Mosque
35.2001547,32.1309198,"3300",muslim,Jamain Old Mosque
35.0913083,31.5499779,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„ Ø§Ù„Ø¨ÙŠØª
35.0365596,31.6071793,"3301",muslim_sunni,Al Omari Mosque
35.325122,32.0901736,"3300",muslim,Al Shohada'
34.9454647,31.5072762,"3301",muslim_sunni,Beit Awa Graveyard
35.0598443,31.5026817,"3301",muslim_sunni,Abu Aobaida Mosque
35.3101154,32.2235561,"3300",muslim,Azmut Mosque
35.1924062,32.2107214,"3300",muslim,Sorrah
35.2432448,32.232306,"3301",muslim_sunni,Al Ma'ajeen
35.2647555,32.2215712,"3300",muslim,Ø§Ù„Ù…Ù‚Ø¨Ø±Ù‡ Ø§Ù„Ø´Ø±Ù‚ÙŠØ©
34.9733181,31.4106064,"3300",muslim,The Old City Grave
35.285811,32.1058542,"3301",muslim_sunni,Osama Bin Zaid
34.9755483,31.5185458,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø¯ÙŠØ±Ø³Ø§Ù…Øª Ø§Ù„ÙƒØ¨ÙŠØ±
35.2833665,32.1420594,"3300",muslim,Mosque
35.1963955,32.276699,"3300",muslim,Salah Al Din Historic Mosque
35.2458669,32.2218351,"3301",muslim_sunni,Al Shohada'
35.1001289,31.4595567,"3300",muslim,Al-Sahab Mosque
35.1880537,32.3014768,"3300",muslim,Abu Bakir
35.2747787,32.2205624,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø²ÙˆØ§ØªØ§
35.2686971,32.107948,"3300",muslim,Mosque
34.9476267,31.5097019,"3301",muslim_sunni,Omer Ebn Elkhatab Mosque
35.2845785,32.1382921,"3300",muslim,Beita Old Mosque
35.1616531,31.5201915,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ù…ØµØ§Ø¨Ø±ÙŠÙ†
35.3439397,32.1232702,"3300",muslim,Bilal Ibn Rabah
35.2598374,32.1577699,"3301",muslim_sunni,Hawwarah
35.2418619,32.2236544,"3102",christian_catholic,Al Qides Yohanna
35.0789882,31.4698541,"3300",muslim,Ù…Ø³Ø¬Ø¯ Ø§Ù„Ù‡Ø¯Ù‰
35.2690297,32.2130432,"3300",muslim,Osama Bin Zaid
35.2871075,32.1617204,"3301",muslim_sunni,Awarta
35.1929634,32.2764919,"3300",muslim,Mosque
35.1437811,31.5837717,"3301",muslim_sunni,Al Ess Mosque
35.2908506,32.0878595,"3300",muslim,Talfit
35.2489707,32.1807167,"3300",muslim,Bourin
35.3300355,32.0842871,"3300",muslim,Qusrah
35.0821112,31.5135654,"3301",muslim_sunni,Al Okhwa Mosque
35.2157973,32.2922083,"3300",muslim,Bait Omreen
34.9711042,31.4087072,"3300",muslim,Old City Mosque
